productId,name,card_number,rarity,card_type,hp,stage,retreat_cost,weakness,resistance,set_name,release_date,printing_type,market_price_usd
88875,Sabrina's Gengar,029/132,Rare,Psychic,90,Stage 2,2,,F-30,Gym Challenge,2000-10-16,Unlimited,215.18
88876,Sabrina's Golduck,030/132,Rare,Water,70,Stage 1,2,L,,Gym Challenge,2000-10-16,1st Edition,28.93
88876,Sabrina's Golduck,030/132,Rare,Water,70,Stage 1,2,L,,Gym Challenge,2000-10-16,Unlimited,11.14
88877,Sabrina's Haunter,055/132,Uncommon,Psychic,70,Stage 1,,,F-30,Gym Challenge,2000-10-16,1st Edition,48.8
88877,Sabrina's Haunter,055/132,Uncommon,Psychic,70,Stage 1,,,F-30,Gym Challenge,2000-10-16,Unlimited,11.6
88879,Sabrina's Hypno,056/132,Uncommon,Psychic,70,Stage 1,2,P,,Gym Challenge,2000-10-16,1st Edition,9.26
88879,Sabrina's Hypno,056/132,Uncommon,Psychic,70,Stage 1,2,P,,Gym Challenge,2000-10-16,Unlimited,5.01
88880,Sabrina's Jynx,057/132,Uncommon,Psychic,60,Basic,1,P,,Gym Challenge,2000-10-16,1st Edition,8.38
88880,Sabrina's Jynx,057/132,Uncommon,Psychic,60,Basic,1,P,,Gym Challenge,2000-10-16,Unlimited,2.75
88882,Sabrina's Kadabra,058/132,Uncommon,Psychic,70,Stage 1,1,P,,Gym Challenge,2000-10-16,1st Edition,16.26
88882,Sabrina's Kadabra,058/132,Uncommon,Psychic,70,Stage 1,1,P,,Gym Challenge,2000-10-16,Unlimited,5.54
88883,Sabrina's Mr. Mime,059/132,Uncommon,Psychic,60,Basic,1,P,,Gym Challenge,2000-10-16,1st Edition,13.66
88883,Sabrina's Mr. Mime,059/132,Uncommon,Psychic,60,Basic,1,P,,Gym Challenge,2000-10-16,Unlimited,4.52
88885,Sabrina's Porygon,098/132,Common,Colorless,40,Basic,1,F,P-30,Gym Challenge,2000-10-16,1st Edition,6.08
88885,Sabrina's Porygon,098/132,Common,Colorless,40,Basic,1,F,P-30,Gym Challenge,2000-10-16,Unlimited,2.47
88887,Sabrina's Psyduck,099/132,Common,Water,50,Basic,1,L,,Gym Challenge,2000-10-16,1st Edition,25.25
88887,Sabrina's Psyduck,099/132,Common,Water,50,Basic,1,L,,Gym Challenge,2000-10-16,Unlimited,9.54
654340,Bulbasaur - 001/132,001/132,Common,Grass,80,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.34
654340,Bulbasaur - 001/132,001/132,Common,Grass,80,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.23
654341,Ivysaur - 002/132,002/132,Common,Grass,110,Stage 1,3,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.33
654341,Ivysaur - 002/132,002/132,Common,Grass,110,Stage 1,3,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.26
654342,Mega Venusaur ex - 003/132,003/132,Double Rare,Grass,380,Stage 2,4,Rx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.91
654343,Exeggcute,004/132,Common,Grass,60,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654343,Exeggcute,004/132,Common,Grass,60,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654344,Exeggutor - 005/132,005/132,Uncommon,Grass,140,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654344,Exeggutor - 005/132,005/132,Uncommon,Grass,140,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654345,Tangela,006/132,Common,Grass,80,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.21
654345,Tangela,006/132,Common,Grass,80,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.1
654346,Tangrowth,007/132,Uncommon,Grass,150,Stage 1,4,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.04
654346,Tangrowth,007/132,Uncommon,Grass,150,Stage 1,4,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654347,Chikorita,008/132,Common,Grass,70,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.23
654347,Chikorita,008/132,Common,Grass,70,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.32
654348,Bayleef,009/132,Common,Grass,110,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.21
654348,Bayleef,009/132,Common,Grass,110,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.36
654349,Meganium,010/132,Rare,Grass,160,Stage 2,2,Rx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.2
654349,Meganium,010/132,Rare,Grass,160,Stage 2,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.35
654350,Shuckle - 011/132,011/132,Uncommon,Grass,80,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.15
654350,Shuckle - 011/132,011/132,Uncommon,Grass,80,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654351,Celebi,012/132,Uncommon,Grass,80,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654351,Celebi,012/132,Uncommon,Grass,80,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.16
654352,Seedot,013/132,Common,Grass,60,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.18
654352,Seedot,013/132,Common,Grass,60,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.02
654353,Nuzleaf,014/132,Common,Grass,100,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654353,Nuzleaf,014/132,Common,Grass,100,Stage 1,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654354,Shiftry,015/132,Uncommon,Grass,160,Stage 2,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654354,Shiftry,015/132,Uncommon,Grass,160,Stage 2,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654355,Nincada,016/132,Common,Grass,50,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.13
654355,Nincada,016/132,Common,Grass,50,Basic,1,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654356,Ninjask - 017/132,017/132,Uncommon,Grass,80,Stage 1,0,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654356,Ninjask - 017/132,017/132,Uncommon,Grass,80,Stage 1,0,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.08
654357,Dhelmise,018/132,Common,Grass,120,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654357,Dhelmise,018/132,Common,Grass,120,Basic,2,Rx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.18
654358,Vulpix - 019/132,019/132,Common,Fire,70,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.11
654358,Vulpix - 019/132,019/132,Common,Fire,70,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654359,Ninetales,020/132,Uncommon,Fire,120,Stage 1,1,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.15
654359,Ninetales,020/132,Uncommon,Fire,120,Stage 1,1,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.34
654360,Numel,021/132,Common,Fire,80,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654360,Numel,021/132,Common,Fire,80,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654361,Mega Camerupt ex - 022/132,022/132,Double Rare,Fire,340,Stage 1,4,Wx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.76
654362,Litleo - 023/132,023/132,Common,Fire,70,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654362,Litleo - 023/132,023/132,Common,Fire,70,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.11
654363,Pyroar,024/132,Uncommon,Fire,130,Stage 1,2,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.09
654363,Pyroar,024/132,Uncommon,Fire,130,Stage 1,2,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654364,Volcanion,025/132,Uncommon,Fire,130,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654364,Volcanion,025/132,Uncommon,Fire,130,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654365,Scorbunny,026/132,Common,Fire,70,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654365,Scorbunny,026/132,Common,Fire,70,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.15
654366,Raboot,027/132,Common,Fire,100,Stage 1,1,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.19
654366,Raboot,027/132,Common,Fire,100,Stage 1,1,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654367,Cinderace,028/132,Rare,Fire,160,Stage 2,0,Wx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.18
654367,Cinderace,028/132,Rare,Fire,160,Stage 2,0,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.29
654368,Sizzlipede,029/132,Common,Fire,80,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654368,Sizzlipede,029/132,Common,Fire,80,Basic,2,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654369,Centiskorch,030/132,Uncommon,Fire,140,Stage 1,3,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654369,Centiskorch,030/132,Uncommon,Fire,140,Stage 1,3,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654370,Chi-Yu,031/132,Uncommon,Fire,110,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Normal,0.1
654370,Chi-Yu,031/132,Uncommon,Fire,110,Basic,1,Wx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654371,Mantine,032/132,Common,Water,110,Basic,1,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654371,Mantine,032/132,Common,Water,110,Basic,1,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.14
654372,Corphish,033/132,Common,Water,80,Basic,2,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654372,Corphish,033/132,Common,Water,80,Basic,2,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654373,Kyogre,034/132,Rare,Water,150,Basic,3,Lx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.21
654373,Kyogre,034/132,Rare,Water,150,Basic,3,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654374,Snover - 035/132,035/132,Common,Water,90,Basic,3,Mx2,,ME01: Mega Evolution,2025-09-26,Normal,0.08
654374,Snover - 035/132,035/132,Common,Water,90,Basic,3,Mx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.3
654375,Mega Abomasnow ex - 036/132,036/132,Double Rare,Water,350,Stage 1,4,Mx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.74
654376,Clauncher,037/132,Common,Water,80,Basic,2,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.17
654376,Clauncher,037/132,Common,Water,80,Basic,2,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654377,Clawitzer - 038/132,038/132,Rare,Water,130,Stage 1,2,Lx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.15
654377,Clawitzer - 038/132,038/132,Rare,Water,130,Stage 1,2,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654378,Sobble,039/132,Common,Water,70,Basic,1,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.16
654378,Sobble,039/132,Common,Water,70,Basic,1,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654379,Drizzile,040/132,Common,Water,100,Stage 1,1,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.08
654379,Drizzile,040/132,Common,Water,100,Stage 1,1,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654380,Inteleon - 041/132,041/132,Uncommon,Water,150,Stage 2,1,Lx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654380,Inteleon - 041/132,041/132,Uncommon,Water,150,Stage 2,1,Lx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654381,Snom,042/132,Common,Water,50,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Normal,0.12
654381,Snom,042/132,Common,Water,50,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654382,Frosmoth,043/132,Uncommon,Water,110,Stage 1,2,Mx2,,ME01: Mega Evolution,2025-09-26,Normal,0.15
654382,Frosmoth,043/132,Uncommon,Water,110,Stage 1,2,Mx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654383,Eiscue,044/132,Common,Water,110,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654383,Eiscue,044/132,Common,Water,110,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654384,Magnemite,045/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654384,Magnemite,045/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654385,Magneton,046/132,Common,Lightning,90,Stage 1,2,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654385,Magneton,046/132,Common,Lightning,90,Stage 1,2,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.1
654386,Magnezone,047/132,Uncommon,Lightning,160,Stage 2,3,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654386,Magnezone,047/132,Uncommon,Lightning,160,Stage 2,3,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654387,Raikou,048/132,Rare,Lightning,120,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.21
654387,Raikou,048/132,Rare,Lightning,120,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654388,Electrike,049/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.12
654388,Electrike,049/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654389,Mega Manectric ex - 050/132,050/132,Double Rare,Lightning,330,Stage 1,0,Fx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.73
654390,Pachirisu,051/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654390,Pachirisu,051/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.1
654391,Helioptile - 052/132,052/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.13
654391,Helioptile - 052/132,052/132,Common,Lightning,70,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.29
654392,Heliolisk,053/132,Common,Lightning,120,Stage 1,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654392,Heliolisk,053/132,Common,Lightning,120,Stage 1,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654393,Abra,054/132,Common,Psychic,50,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.18
654393,Abra,054/132,Common,Psychic,50,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.29
654394,Kadabra,055/132,Uncommon,Psychic,80,Stage 1,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.25
654394,Kadabra,055/132,Uncommon,Psychic,80,Stage 1,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.72
654395,Alakazam,056/132,Rare,Psychic,140,Stage 2,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.26
654395,Alakazam,056/132,Rare,Psychic,140,Stage 2,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.34
654396,Jynx,057/132,Common,Psychic,110,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654396,Jynx,057/132,Common,Psychic,110,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.1
654397,Ralts,058/132,Common,Psychic,70,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.15
654397,Ralts,058/132,Common,Psychic,70,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654398,Kirlia,059/132,Common,Psychic,100,Stage 1,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.22
654398,Kirlia,059/132,Common,Psychic,100,Stage 1,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654399,Mega Gardevoir ex - 060/132,060/132,Double Rare,Psychic,360,Stage 2,2,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.79
654400,Shedinja - 061/132,061/132,Uncommon,Psychic,60,Stage 1,0,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654400,Shedinja - 061/132,061/132,Uncommon,Psychic,60,Stage 1,0,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.08
654401,Spoink,062/132,Common,Psychic,70,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654401,Spoink,062/132,Common,Psychic,70,Basic,1,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.06
654402,Grumpig,063/132,Uncommon,Psychic,120,Stage 1,2,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654402,Grumpig,063/132,Uncommon,Psychic,120,Stage 1,2,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.07
654403,Xerneas,064/132,Rare,Psychic,120,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.18
654403,Xerneas,064/132,Rare,Psychic,120,Basic,1,Mx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654404,Greavard,065/132,Common,Psychic,80,Basic,3,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.09
654404,Greavard,065/132,Common,Psychic,80,Basic,3,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654405,Houndstone - 066/132,066/132,Uncommon,Psychic,140,Stage 1,3,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654405,Houndstone - 066/132,066/132,Uncommon,Psychic,140,Stage 1,3,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.11
654406,Gimmighoul,067/132,Common,Psychic,70,Basic,2,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Normal,0.07
654406,Gimmighoul,067/132,Common,Psychic,70,Basic,2,Dx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654407,Sandshrew,068/132,Common,Fighting,70,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.2
654407,Sandshrew,068/132,Common,Fighting,70,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654408,Sandslash,069/132,Common,Fighting,120,Stage 1,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654408,Sandslash,069/132,Common,Fighting,120,Stage 1,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654409,Onix,070/132,Common,Fighting,120,Basic,4,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654409,Onix,070/132,Common,Fighting,120,Basic,4,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.11
654410,Tyrogue,071/132,Common,Fighting,30,Basic,,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.14
654410,Tyrogue,071/132,Common,Fighting,30,Basic,,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654411,Makuhita,072/132,Common,Fighting,80,Basic,2,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654411,Makuhita,072/132,Common,Fighting,80,Basic,2,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.13
654412,Hariyama,073/132,Rare,Fighting,150,Stage 1,3,Px2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.16
654412,Hariyama,073/132,Rare,Fighting,150,Stage 1,3,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654413,Lunatone,074/132,Rare,Fighting,110,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.28
654413,Lunatone,074/132,Rare,Fighting,110,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.21
654414,Solrock,075/132,Uncommon,Fighting,110,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.15
654414,Solrock,075/132,Uncommon,Fighting,110,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654415,Riolu,076/132,Common,Fighting,80,Basic,2,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.18
654415,Riolu,076/132,Common,Fighting,80,Basic,2,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654416,Mega Lucario ex - 077/132,077/132,Double Rare,Fighting,340,Stage 1,2,Px2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.83
654417,Croagunk,078/132,Common,Fighting,70,Basic,1,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.21
654417,Croagunk,078/132,Common,Fighting,70,Basic,1,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654418,Toxicroak,079/132,Common,Fighting,130,Stage 1,1,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654418,Toxicroak,079/132,Common,Fighting,130,Stage 1,1,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.21
654419,Marshadow - 080/132,080/132,Uncommon,Fighting,90,Basic,1,Px2,,ME01: Mega Evolution,2025-09-26,Normal,0.05
654419,Marshadow - 080/132,080/132,Uncommon,Fighting,90,Basic,1,Px2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654420,Stonjourner,081/132,Uncommon,Fighting,130,Basic,2,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654420,Stonjourner,081/132,Uncommon,Fighting,130,Basic,2,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.03
654421,Nacli,082/132,Common,Fighting,70,Basic,2,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.08
654421,Nacli,082/132,Common,Fighting,70,Basic,2,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.21
654422,Naclstack,083/132,Common,Fighting,110,Stage 1,3,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.27
654422,Naclstack,083/132,Common,Fighting,110,Stage 1,3,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.17
654423,Garganacl - 084/132,084/132,Uncommon,Fighting,180,Stage 2,4,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654423,Garganacl - 084/132,084/132,Uncommon,Fighting,180,Stage 2,4,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654424,Crawdaunt,085/132,Uncommon,Darkness,130,Stage 1,3,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654424,Crawdaunt,085/132,Uncommon,Darkness,130,Stage 1,3,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.03
654425,Mega Absol ex - 086/132,086/132,Double Rare,Darkness,280,Basic,2,Gx2,,ME01: Mega Evolution,2025-09-26,Holofoil,0.79
654426,Spiritomb - 087/132,087/132,Uncommon,Darkness,80,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.12
654426,Spiritomb - 087/132,087/132,Uncommon,Darkness,80,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654427,Yveltal,088/132,Rare,Darkness,110,Basic,,Lx2,F-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.31
654427,Yveltal,088/132,Rare,Darkness,110,Basic,,Lx2,F-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.22
654428,Nickit,089/132,Common,Darkness,70,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654428,Nickit,089/132,Common,Darkness,70,Basic,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654429,Thievul,090/132,Common,Darkness,120,Stage 1,1,Gx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654429,Thievul,090/132,Common,Darkness,120,Stage 1,1,Gx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654430,Shroodle - 091/132,091/132,Common,Darkness,60,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.22
654430,Shroodle - 091/132,091/132,Common,Darkness,60,Basic,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.07
654431,Grafaiai,092/132,Common,Darkness,100,Stage 1,1,Fx2,,ME01: Mega Evolution,2025-09-26,Normal,0.06
654431,Grafaiai,092/132,Common,Darkness,100,Stage 1,1,Fx2,,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.23
654432,Steelix - 093/132,093/132,Rare,Metal,200,Stage 1,4,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.15
654432,Steelix - 093/132,093/132,Rare,Metal,200,Stage 1,4,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.24
654433,Mega Mawile ex - 094/132,094/132,Double Rare,Metal,270,Basic,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.83
654434,Dialga,095/132,Rare,Metal,140,Basic,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Holofoil,0.17
654434,Dialga,095/132,Rare,Metal,140,Basic,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654435,Tinkatink,096/132,Common,Metal,70,Basic,1,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654435,Tinkatink,096/132,Common,Metal,70,Basic,1,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Normal,0.09
654436,Tinkatuff,097/132,Common,Metal,90,Stage 1,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.25
654436,Tinkatuff,097/132,Common,Metal,90,Stage 1,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Normal,0.14
654437,Tinkaton,098/132,Uncommon,Metal,160,Stage 2,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Reverse Holofoil,0.26
654437,Tinkaton,098/132,Uncommon,Metal,160,Stage 2,2,Rx2,G-30,ME01: Mega Evolution,2025-09-26,Normal,0.08
